Time (sec) ,  Temperature (C) ,measured,,   ,   ,   ,   ,   ,   ,   ,   ,   ,  
1958,79.8,2.11,,,,,,,,,,,
1959,79.8,2.11,,,,,,,,,,,
1960,79.8,2.11,,,,,,,,,,,
1961,79.7,2.12,,,,,,,,,,,
1962,79.7,2.12,,,,,,,,,,,
1963,79.6,2.12,,,,,,,,,,,
1964,79.6,2.11,,,,,,,,,,,
1965,79.5,2.11,,,,,,,,,,,
1966,79.5,2.12,,,,,,,,,,,
1967,79.5,2.12,,,,,,,,,,,
1968,79.4,2.12,,,,,,,,,,,
1969,79.4,2.11,,,,,,,,,,,
1970,79.3,2.11,,,,,,,,,,,
1971,79.3,2.11,,,,,,,,,,,
1972,79.2,2.12,,,,,,,,,,,
1973,79.2,2.12,,,,,,,,,,,
1974,79.2,2.11,,,,,,,,,,,
1975,79.1,2.11,,,,,,,,,,,
1976,79.1,2.11,,,,,,,,,,,
1977,79,2.12,,,,,,,,,,,
1978,79,2.12,,,,,,,,,,,
1979,78.9,2.12,,,,,,,,,,,
1980,78.9,2.11,,,,,,,,,,,
1981,78.9,2.11,,,,,,,,,,,
1982,78.8,2.11,,,,,,,,,,,
1983,78.8,2.11,,,,,,,,,,,
1984,78.7,2.12,,,,,,,,,,,
1985,78.7,2.12,,,,,,,,,,,
1986,78.7,2.11,,,,,,,,,,,
1987,78.6,2.11,,,,,,,,,,,
1988,78.6,2.11,,,,,,,,,,,
1989,78.5,2.12,,,,,,,,,,,
1990,78.5,2.12,,,,,,,,,,,
1991,78.4,2.12,,,,,,,,,,,
1992,78.4,2.11,,,,,,,,,,,
1993,78.4,2.11,,,,,,,,,,,
1994,78.3,2.11,,,,,,,,,,,
1995,78.3,2.12,,,,,,,,,,,
1996,78.2,2.12,,,,,,,,,,,
1997,78.2,2.12,,,,,,,,,,,
1998,78.2,2.11,,,,,,,,,,,
1999,78.1,2.11,,,,,,,,,,,
2000,78.1,2.11,,,,,,,,,,,
2001,78,2.12,,,,,,,,,,,
2002,78,2.12,,,,,,,,,,,
2003,77.9,2.11,,,,,,,,,,,
2004,77.9,2.11,,,,,,,,,,,
2005,77.9,2.11,,,,,,,,,,,
2006,77.8,2.11,,,,,,,,,,,
2007,77.8,2.12,,,,,,,,,,,
2008,77.7,2.12,,,,,,,,,,,
2009,77.7,2.11,,,,,,,,,,,
2010,77.7,2.11,,,,,,,,,,,
2011,77.6,2.11,,,,,,,,,,,
2012,77.6,2.12,,,,,,,,,,,
2013,77.5,2.12,,,,,,,,,,,
2014,77.5,2.12,,,,,,,,,,,
2015,77.5,2.11,,,,,,,,,,,
2016,77.4,2.11,,,,,,,,,,,
2017,77.4,2.11,,,,,,,,,,,
2018,77.3,2.12,,,,,,,,,,,
2019,77.3,2.12,,,,,,,,,,,
2020,77.3,2.12,,,,,,,,,,,
2021,77.2,2.11,,,,,,,,,,,
2022,77.2,2.11,,,,,,,,,,,
2023,77.1,2.11,,,,,,,,,,,
2024,77.1,2.12,,,,,,,,,,,
2025,77.1,2.12,,,,,,,,,,,
2026,77,2.11,,,,,,,,,,,
2027,77,2.11,,,,,,,,,,,
2028,76.9,2.11,,,,,,,,,,,
2029,76.9,2.11,,,,,,,,,,,
2030,76.9,2.12,,,,,,,,,,,
2031,76.8,2.12,,,,,,,,,,,
2032,76.8,2.11,,,,,,,,,,,
2033,76.7,2.11,,,,,,,,,,,
2034,76.7,2.11,,,,,,,,,,,
2035,76.7,2.12,,,,,,,,,,,
2036,76.6,2.12,,,,,,,,,,,
2037,76.6,2.11,,,,,,,,,,,
2038,76.5,2.11,,,,,,,,,,,
2039,76.5,2.11,,,,,,,,,,,
2040,76.5,2.12,,,,,,,,,,,
2041,76.4,2.12,,,,,,,,,,,
2042,76.4,2.11,,,,,,,,,,,
2043,76.4,2.11,,,,,,,,,,,
2044,76.3,2.11,,,,,,,,,,,
2045,76.3,2.11,,,,,,,,,,,
2046,76.2,2.12,,,,,,,,,,,
2047,76.2,2.12,,,,,,,,,,,
2048,76.2,2.12,,,,,,,,,,,
2049,76.1,2.11,,,,,,,,,,,
2050,76.1,2.11,,,,,,,,,,,
2051,76,2.11,,,,,,,,,,,
2052,76,2.11,,,,,,,,,,,
2053,76,2.12,,,,,,,,,,,
2054,75.9,2.12,,,,,,,,,,,
2055,75.9,2.12,,,,,,,,,,,
2056,75.9,2.11,,,,,,,,,,,
2057,75.8,2.11,,,,,,,,,,,
2058,75.8,2.11,,,,,,,,,,,
2059,75.7,2.11,,,,,,,,,,,
2060,75.7,2.12,,,,,,,,,,,
2061,75.7,2.12,,,,,,,,,,,
2062,75.6,2.11,,,,,,,,,,,
2063,75.6,2.11,,,,,,,,,,,
2064,75.5,2.11,,,,,,,,,,,
2065,75.5,2.11,,,,,,,,,,,
2066,75.5,2.12,,,,,,,,,,,
2067,75.4,2.12,,,,,,,,,,,
2068,75.4,2.11,,,,,,,,,,,
2069,75.3,2.11,,,,,,,,,,,
2070,75.3,2.11,,,,,,,,,,,
2071,75.3,2.12,,,,,,,,,,,
2072,75.2,2.12,,,,,,,,,,,
2073,75.2,2.11,,,,,,,,,,,
2074,75.2,2.1,,,,,,,,,,,
2075,75.1,2.11,,,,,,,,,,,
2076,75.1,2.12,,,,,,,,,,,
2077,75.1,2.12,,,,,,,,,,,
2078,75,2.12,,,,,,,,,,,
2079,75,2.11,,,,,,,,,,,
2080,74.9,2.11,,,,,,,,,,,
2081,74.9,2.11,,,,,,,,,,,
2082,74.9,2.11,,,,,,,,,,,
2083,74.8,2.12,,,,,,,,,,,
2084,74.8,2.12,,,,,,,,,,,
2085,74.7,2.11,,,,,,,,,,,
2086,74.7,2.1,,,,,,,,,,,
2087,74.7,2.11,,,,,,,,,,,
2088,74.6,2.12,,,,,,,,,,,
2089,74.6,2.12,,,,,,,,,,,
2090,74.6,2.11,,,,,,,,,,,
2091,74.5,2.11,,,,,,,,,,,
2092,74.5,2.11,,,,,,,,,,,
2093,74.5,2.11,,,,,,,,,,,
2094,74.4,2.12,,,,,,,,,,,
2095,74.4,2.12,,,,,,,,,,,
2096,74.4,2.11,,,,,,,,,,,
2097,74.3,2.11,,,,,,,,,,,
2098,74.3,2.11,,,,,,,,,,,
2099,74.2,2.12,,,,,,,,,,,
2100,74.2,2.12,,,,,,,,,,,
2101,74.2,2.12,,,,,,,,,,,
2102,74.1,2.11,,,,,,,,,,,
2103,74.1,2.11,,,,,,,,,,,
2104,74.1,2.11,,,,,,,,,,,
2105,74,2.12,,,,,,,,,,,
2106,74,2.12,,,,,,,,,,,
2107,73.9,2.11,,,,,,,,,,,
2108,73.9,2.11,,,,,,,,,,,
2109,73.9,2.11,,,,,,,,,,,
2110,73.8,2.12,,,,,,,,,,,
2111,73.8,2.12,,,,,,,,,,,
2112,73.8,2.12,,,,,,,,,,,
2113,73.7,2.11,,,,,,,,,,,
2114,73.7,2.11,,,,,,,,,,,
2115,73.7,2.11,,,,,,,,,,,
2116,73.6,2.12,,,,,,,,,,,
2117,73.6,2.12,,,,,,,,,,,
2118,73.5,2.11,,,,,,,,,,,
2119,73.5,2.11,,,,,,,,,,,
2120,73.5,2.11,,,,,,,,,,,
2121,73.4,2.12,,,,,,,,,,,
2122,73.4,2.12,,,,,,,,,,,
2123,73.4,2.12,,,,,,,,,,,
2124,73.3,2.11,,,,,,,,,,,
2125,73.3,2.11,,,,,,,,,,,
2126,73.3,2.12,,,,,,,,,,,
2127,73.2,2.12,,,,,,,,,,,
2128,73.2,2.12,,,,,,,,,,,
2129,73.1,2.11,,,,,,,,,,,
2130,73.1,2.11,,,,,,,,,,,
2131,73.1,2.11,,,,,,,,,,,
2132,73.1,2.11,,,,,,,,,,,
2133,73,2.12,,,,,,,,,,,
2134,73,2.12,,,,,,,,,,,
2135,73,2.11,,,,,,,,,,,
2136,72.9,2.11,,,,,,,,,,,
2137,72.9,2.11,,,,,,,,,,,
2138,72.8,2.12,,,,,,,,,,,
2139,72.8,2.12,,,,,,,,,,,
2140,72.8,2.11,,,,,,,,,,,
2141,72.7,2.11,,,,,,,,,,,
2142,72.7,2.11,,,,,,,,,,,
2143,72.7,2.12,,,,,,,,,,,
2144,72.6,2.12,,,,,,,,,,,
2145,72.6,2.11,,,,,,,,,,,
2146,72.5,2.11,,,,,,,,,,,
2147,72.5,2.11,,,,,,,,,,,
2148,72.5,2.11,,,,,,,,,,,
2149,72.4,2.12,,,,,,,,,,,
2150,72.4,2.11,,,,,,,,,,,
2151,72.4,2.11,,,,,,,,,,,
2152,72.3,2.11,,,,,,,,,,,
2153,72.3,2.12,,,,,,,,,,,
2154,72.3,2.12,,,,,,,,,,,
2155,72.2,2.12,,,,,,,,,,,
2156,72.2,2.11,,,,,,,,,,,
2157,72.2,2.11,,,,,,,,,,,
2158,72.1,2.12,,,,,,,,,,,
2159,72.1,2.12,,,,,,,,,,,
2160,72.1,2.11,,,,,,,,,,,
2161,72,2.11,,,,,,,,,,,
2162,72,2.11,,,,,,,,,,,
2163,72,2.11,,,,,,,,,,,
2164,71.9,2.12,,,,,,,,,,,
2165,71.9,2.12,,,,,,,,,,,
2166,71.9,2.11,,,,,,,,,,,
2167,71.8,2.11,,,,,,,,,,,
2168,71.8,2.11,,,,,,,,,,,
2169,71.8,2.12,,,,,,,,,,,
2170,71.7,2.11,,,,,,,,,,,
2171,71.7,2.11,,,,,,,,,,,
2172,71.7,2.11,,,,,,,,,,,
2173,71.6,2.12,,,,,,,,,,,
2174,71.6,2.12,,,,,,,,,,,
2175,71.6,2.12,,,,,,,,,,,
2176,71.5,2.11,,,,,,,,,,,
2177,71.5,2.11,,,,,,,,,,,
2178,71.5,2.11,,,,,,,,,,,
2179,71.4,2.11,,,,,,,,,,,
2180,71.4,2.12,,,,,,,,,,,
2181,71.4,2.12,,,,,,,,,,,
2182,71.3,2.11,,,,,,,,,,,
2183,71.3,2.1,,,,,,,,,,,
2184,71.2,2.11,,,,,,,,,,,
2185,71.2,2.11,,,,,,,,,,,
2186,71.2,2.12,,,,,,,,,,,
2187,71.1,2.12,,,,,,,,,,,
2188,71.1,2.11,,,,,,,,,,,
2189,71.1,2.11,,,,,,,,,,,
2190,71,2.11,,,,,,,,,,,
2191,71,2.12,,,,,,,,,,,
2192,70.9,2.12,,,,,,,,,,,
2193,70.9,2.11,,,,,,,,,,,
2194,70.9,2.11,,,,,,,,,,,
2195,70.8,2.1,,,,,,,,,,,
2196,70.8,2.11,,,,,,,,,,,
2197,70.8,2.12,,,,,,,,,,,
2198,70.7,2.12,,,,,,,,,,,
2199,70.7,2.11,,,,,,,,,,,
2200,70.7,2.11,,,,,,,,,,,
2201,70.6,2.11,,,,,,,,,,,
2202,70.6,2.12,,,,,,,,,,,
2203,70.6,2.12,,,,,,,,,,,
2204,70.5,2.11,,,,,,,,,,,
2205,70.5,2.11,,,,,,,,,,,
2206,70.5,2.11,,,,,,,,,,,
2207,70.5,2.12,,,,,,,,,,,
2208,70.4,2.12,,,,,,,,,,,
2209,70.4,2.12,,,,,,,,,,,
2210,70.4,2.11,,,,,,,,,,,
2211,70.3,2.11,,,,,,,,,,,
2212,70.3,2.11,,,,,,,,,,,
2213,70.3,2.12,,,,,,,,,,,
2214,70.2,2.12,,,,,,,,,,,
2215,70.2,2.11,,,,,,,,,,,
2216,70.2,2.11,,,,,,,,,,,
2217,70.1,2.11,,,,,,,,,,,
2218,70.1,2.12,,,,,,,,,,,
2219,70.1,2.12,,,,,,,,,,,
2220,70.1,2.12,,,,,,,,,,,
2221,70,2.11,,,,,,,,,,,
2222,70,2.11,,,,,,,,,,,
2223,69.9,2.12,,,,,,,,,,,
2224,69.9,2.12,,,,,,,,,,,
2225,69.9,2.11,,,,,,,,,,,
2226,69.9,2.11,,,,,,,,,,,
2227,69.8,2.11,,,,,,,,,,,
2228,69.8,2.11,,,,,,,,,,,
2229,69.7,2.12,,,,,,,,,,,
2230,69.7,2.11,,,,,,,,,,,
2231,69.7,2.11,,,,,,,,,,,
2232,69.7,2.11,,,,,,,,,,,
2233,69.6,2.12,,,,,,,,,,,
2234,69.6,2.12,,,,,,,,,,,
2235,69.6,2.11,,,,,,,,,,,
2236,69.5,2.11,,,,,,,,,,,
2237,69.5,2.11,,,,,,,,,,,
2238,69.4,2.12,,,,,,,,,,,
2239,69.4,2.12,,,,,,,,,,,
2240,69.4,2.11,,,,,,,,,,,
2241,69.3,2.11,,,,,,,,,,,
2242,69.3,2.11,,,,,,,,,,,
2243,69.3,2.12,,,,,,,,,,,
2244,69.2,2.12,,,,,,,,,,,
2245,69.2,2.11,,,,,,,,,,,
2246,69.2,2.11,,,,,,,,,,,
2247,69.1,2.11,,,,,,,,,,,
2248,69.1,2.12,,,,,,,,,,,
2249,69.1,2.12,,,,,,,,,,,
2250,69.1,2.11,,,,,,,,,,,
2251,69,2.11,,,,,,,,,,,
2252,69,2.11,,,,,,,,,,,
2253,69,2.11,,,,,,,,,,,
2254,68.9,2.12,,,,,,,,,,,
2255,68.9,2.11,,,,,,,,,,,
2256,68.9,2.11,,,,,,,,,,,
2257,68.8,2.11,,,,,,,,,,,
2258,68.8,2.12,,,,,,,,,,,
2259,68.8,2.12,,,,,,,,,,,
2260,68.8,2.11,,,,,,,,,,,
2261,68.7,2.11,,,,,,,,,,,
2262,68.7,2.11,,,,,,,,,,,
2263,68.7,2.12,,,,,,,,,,,
2264,68.6,2.12,,,,,,,,,,,
2265,68.6,2.11,,,,,,,,,,,
2266,68.6,2.11,,,,,,,,,,,
2267,68.5,2.11,,,,,,,,,,,
2268,68.5,2.11,,,,,,,,,,,
2269,68.5,2.12,,,,,,,,,,,
2270,68.5,2.11,,,,,,,,,,,
2271,68.4,2.11,,,,,,,,,,,
2272,68.4,2.11,,,,,,,,,,,
2273,68.4,2.12,,,,,,,,,,,
2274,68.3,2.12,,,,,,,,,,,
2275,68.3,2.11,,,,,,,,,,,
2276,68.3,2.11,,,,,,,,,,,
2277,68.3,2.11,,,,,,,,,,,
2278,68.2,2.12,,,,,,,,,,,
2279,68.2,2.12,,,,,,,,,,,
2280,68.2,2.11,,,,,,,,,,,
2281,68.1,2.11,,,,,,,,,,,
2282,68.1,2.11,,,,,,,,,,,
2283,68.1,2.12,,,,,,,,,,,
2284,68,2.12,,,,,,,,,,,
2285,68,2.11,,,,,,,,,,,
2286,68,2.11,,,,,,,,,,,
2287,68,2.11,,,,,,,,,,,
2288,67.9,2.12,,,,,,,,,,,
2289,67.9,2.11,,,,,,,,,,,
2290,67.8,2.11,,,,,,,,,,,
2291,67.8,2.11,,,,,,,,,,,
2292,67.8,2.12,,,,,,,,,,,
2293,67.7,2.12,,,,,,,,,,,
2294,67.7,2.11,,,,,,,,,,,
2295,67.7,2.11,,,,,,,,,,,
2296,67.6,2.12,,,,,,,,,,,
2297,67.6,2.12,,,,,,,,,,,
2298,67.6,2.11,,,,,,,,,,,
2299,67.6,2.11,,,,,,,,,,,
2300,67.5,2.11,,,,,,,,,,,
2301,67.5,2.12,,,,,,,,,,,
2302,67.5,2.11,,,,,,,,,,,
2303,67.4,2.11,,,,,,,,,,,
2304,67.4,2.12,,,,,,,,,,,
2305,67.4,2.12,,,,,,,,,,,
2306,67.4,2.12,,,,,,,,,,,
2307,67.3,2.11,,,,,,,,,,,
2308,67.3,2.11,,,,,,,,,,,
2309,67.3,2.11,,,,,,,,,,,
2310,67.2,2.11,,,,,,,,,,,
2311,67.2,2.12,,,,,,,,,,,
2312,67.2,2.12,,,,,,,,,,,
2313,67.2,2.12,,,,,,,,,,,
2314,67.1,2.1,,,,,,,,,,,
2315,67.1,2.1,,,,,,,,,,,
2316,67.1,2.11,,,,,,,,,,,
2317,67,2.12,,,,,,,,,,,
2318,67,2.12,,,,,,,,,,,
2319,67,2.11,,,,,,,,,,,
2320,67,2.11,,,,,,,,,,,
2321,66.9,2.1,,,,,,,,,,,
2322,66.9,2.11,,,,,,,,,,,
2323,66.9,2.11,,,,,,,,,,,
2324,66.9,2.12,,,,,,,,,,,
2325,66.8,2.12,,,,,,,,,,,
2326,66.8,2.11,,,,,,,,,,,
2327,66.8,2.11,,,,,,,,,,,
2328,66.7,2.11,,,,,,,,,,,
2329,66.7,2.11,,,,,,,,,,,
2330,66.7,2.12,,,,,,,,,,,
2331,66.6,2.12,,,,,,,,,,,
2332,66.6,2.11,,,,,,,,,,,
2333,66.6,2.11,,,,,,,,,,,
2334,66.6,2.11,,,,,,,,,,,
2335,66.5,2.12,,,,,,,,,,,
2336,66.5,2.12,,,,,,,,,,,
2337,66.5,2.11,,,,,,,,,,,
2338,66.5,2.11,,,,,,,,,,,
2339,66.4,2.1,,,,,,,,,,,
2340,66.4,2.11,,,,,,,,,,,
2341,66.4,2.12,,,,,,,,,,,
2342,66.3,2.12,,,,,,,,,,,
2343,66.3,2.12,,,,,,,,,,,
2344,66.3,2.11,,,,,,,,,,,
2345,66.2,2.11,,,,,,,,,,,
2346,66.2,2.11,,,,,,,,,,,
2347,66.2,2.11,,,,,,,,,,,
2348,66.2,2.12,,,,,,,,,,,
2349,66.1,2.12,,,,,,,,,,,
2350,66.1,2.11,,,,,,,,,,,
2351,66.1,2.11,,,,,,,,,,,
2352,66,2.11,,,,,,,,,,,
2353,66,2.12,,,,,,,,,,,
2354,66,2.12,,,,,,,,,,,
2355,65.9,2.11,,,,,,,,,,,
2356,65.9,2.11,,,,,,,,,,,
2357,65.9,2.11,,,,,,,,,,,
2358,65.9,2.11,,,,,,,,,,,
2359,65.8,2.12,,,,,,,,,,,
2360,65.8,2.12,,,,,,,,,,,
2361,65.8,2.11,,,,,,,,,,,
2362,65.7,2.11,,,,,,,,,,,
2363,65.7,2.11,,,,,,,,,,,
2364,65.7,2.12,,,,,,,,,,,
2365,65.7,2.12,,,,,,,,,,,
2366,65.6,2.11,,,,,,,,,,,
2367,65.6,2.11,,,,,,,,,,,
2368,65.6,2.11,,,,,,,,,,,
2369,65.6,2.12,,,,,,,,,,,
2370,65.5,2.12,,,,,,,,,,,
2371,65.5,2.11,,,,,,,,,,,
2372,65.5,2.11,,,,,,,,,,,
2373,65.4,2.11,,,,,,,,,,,
2374,65.4,2.11,,,,,,,,,,,
2375,65.4,2.12,,,,,,,,,,,
2376,65.4,2.11,,,,,,,,,,,
2377,65.3,2.11,,,,,,,,,,,
2378,65.3,2.11,,,,,,,,,,,
2379,65.3,2.11,,,,,,,,,,,
2380,65.3,2.12,,,,,,,,,,,
2381,65.2,2.12,,,,,,,,,,,
2382,65.2,2.11,,,,,,,,,,,
2383,65.2,2.11,,,,,,,,,,,
2384,65.1,2.11,,,,,,,,,,,
2385,65.1,2.12,,,,,,,,,,,
2386,65.1,2.12,,,,,,,,,,,
2387,65.1,2.11,,,,,,,,,,,
2388,65,2.11,,,,,,,,,,,
2389,65,2.11,,,,,,,,,,,
2390,65,2.11,,,,,,,,,,,
2391,65,2.12,,,,,,,,,,,
2392,64.9,2.12,,,,,,,,,,,
2393,64.9,2.11,,,,,,,,,,,
2394,64.9,2.11,,,,,,,,,,,
2395,64.9,2.11,,,,,,,,,,,
2396,64.8,2.12,,,,,,,,,,,
2397,64.8,2.12,,,,,,,,,,,
2398,64.8,2.11,,,,,,,,,,,
2399,64.8,2.11,,,,,,,,,,,
2400,64.7,2.11,,,,,,,,,,,
2401,64.7,2.12,,,,,,,,,,,
2402,64.7,2.12,,,,,,,,,,,
2403,64.6,2.11,,,,,,,,,,,
2404,64.6,2.1,,,,,,,,,,,
2405,64.6,2.11,,,,,,,,,,,
2406,64.6,2.12,,,,,,,,,,,
2407,64.5,2.12,,,,,,,,,,,
2408,64.5,2.11,,,,,,,,,,,
2409,64.5,2.11,,,,,,,,,,,
2410,64.5,2.11,,,,,,,,,,,
2411,64.4,2.12,,,,,,,,,,,
2412,64.4,2.12,,,,,,,,,,,
2413,64.4,2.11,,,,,,,,,,,
2414,64.4,2.11,,,,,,,,,,,
2415,64.3,2.1,,,,,,,,,,,
2416,64.3,2.11,,,,,,,,,,,
2417,64.3,2.12,,,,,,,,,,,
2418,64.3,2.12,,,,,,,,,,,
2419,64.2,2.11,,,,,,,,,,,
2420,64.2,2.11,,,,,,,,,,,
2421,64.2,2.11,,,,,,,,,,,
2422,64.1,2.12,,,,,,,,,,,
2423,64.1,2.11,,,,,,,,,,,
2424,64.1,2.11,,,,,,,,,,,
2425,64.1,2.11,,,,,,,,,,,
2426,64,2.12,,,,,,,,,,,
2427,64,2.12,,,,,,,,,,,
2428,64,2.11,,,,,,,,,,,
2429,64,2.11,,,,,,,,,,,
2430,63.9,2.11,,,,,,,,,,,
2431,63.9,2.12,,,,,,,,,,,
2432,63.9,2.12,,,,,,,,,,,
2433,63.9,2.11,,,,,,,,,,,
2434,63.8,2.11,,,,,,,,,,,
2435,63.8,2.11,,,,,,,,,,,
2436,63.8,2.12,,,,,,,,,,,
2437,63.8,2.12,,,,,,,,,,,
2438,63.7,2.11,,,,,,,,,,,
2439,63.7,2.11,,,,,,,,,,,
2440,63.7,2.11,,,,,,,,,,,
2441,63.7,2.11,,,,,,,,,,,
2442,63.6,2.12,,,,,,,,,,,
2443,63.6,2.12,,,,,,,,,,,
2444,63.6,2.11,,,,,,,,,,,
2445,63.6,2.11,,,,,,,,,,,
2446,63.5,2.11,,,,,,,,,,,
2447,63.5,2.11,,,,,,,,,,,
2448,63.5,2.12,,,,,,,,,,,
2449,63.4,2.12,,,,,,,,,,,
2450,63.4,2.11,,,,,,,,,,,
2451,63.4,2.11,,,,,,,,,,,
2452,63.4,2.11,,,,,,,,,,,
2453,63.4,2.12,,,,,,,,,,,
2454,63.3,2.12,,,,,,,,,,,
2455,63.3,2.11,,,,,,,,,,,
2456,63.3,2.11,,,,,,,,,,,
2457,63.2,2.11,,,,,,,,,,,
2458,63.2,2.12,,,,,,,,,,,
2459,63.2,2.12,,,,,,,,,,,
2460,63.2,2.12,,,,,,,,,,,
2461,63.2,2.11,,,,,,,,,,,
2462,63.1,2.11,,,,,,,,,,,
2463,63.1,2.11,,,,,,,,,,,
2464,63.1,2.12,,,,,,,,,,,
2465,63,2.12,,,,,,,,,,,
2466,63,2.11,,,,,,,,,,,
2467,63,2.11,,,,,,,,,,,
2468,63,2.11,,,,,,,,,,,
2469,62.9,2.12,,,,,,,,,,,
2470,62.9,2.12,,,,,,,,,,,
2471,62.9,2.12,,,,,,,,,,,
2472,62.9,2.11,,,,,,,,,,,
2473,62.8,2.11,,,,,,,,,,,
2474,62.8,2.11,,,,,,,,,,,
2475,62.8,2.11,,,,,,,,,,,
2476,62.8,2.12,,,,,,,,,,,
2477,62.7,2.12,,,,,,,,,,,
2478,62.7,2.11,,,,,,,,,,,
2479,62.7,2.11,,,,,,,,,,,
2480,62.7,2.11,,,,,,,,,,,
2481,62.6,2.12,,,,,,,,,,,
2482,62.6,2.12,,,,,,,,,,,
2483,62.6,2.11,,,,,,,,,,,
2484,62.6,2.11,,,,,,,,,,,
2485,62.5,2.11,,,,,,,,,,,
2486,62.5,2.12,,,,,,,,,,,
2487,62.5,2.12,,,,,,,,,,,
2488,62.5,2.11,,,,,,,,,,,
2489,62.4,2.1,,,,,,,,,,,
2490,62.4,2.11,,,,,,,,,,,
2491,62.4,2.12,,,,,,,,,,,
2492,62.4,2.12,,,,,,,,,,,
2493,62.3,2.11,,,,,,,,,,,
2494,62.3,2.11,,,,,,,,,,,
2495,62.3,2.11,,,,,,,,,,,
2496,62.3,2.12,,,,,,,,,,,
2497,62.3,2.12,,,,,,,,,,,
2498,62.2,2.11,,,,,,,,,,,
2499,62.2,2.11,,,,,,,,,,,
2500,62.2,2.11,,,,,,,,,,,
2501,62.1,2.12,,,,,,,,,,,
2502,62.1,2.12,,,,,,,,,,,
2503,62.1,2.11,,,,,,,,,,,
2504,62.1,2.11,,,,,,,,,,,
2505,62.1,2.11,,,,,,,,,,,
2506,62,2.12,,,,,,,,,,,
2507,62,2.12,,,,,,,,,,,
2508,62,2.12,,,,,,,,,,,
2509,62,2.11,,,,,,,,,,,
2510,61.9,2.11,,,,,,,,,,,
2511,61.9,2.11,,,,,,,,,,,
2512,61.9,2.12,,,,,,,,,,,
2513,61.9,2.12,,,,,,,,,,,
2514,61.8,2.11,,,,,,,,,,,
2515,61.8,2.11,,,,,,,,,,,
2516,61.8,2.11,,,,,,,,,,,
2517,61.8,2.12,,,,,,,,,,,
2518,61.7,2.11,,,,,,,,,,,
2519,61.7,2.11,,,,,,,,,,,
2520,61.7,2.1,,,,,,,,,,,
2521,61.7,2.11,,,,,,,,,,,
2522,61.6,2.12,,,,,,,,,,,
2523,61.6,2.12,,,,,,,,,,,
2524,61.6,2.11,,,,,,,,,,,
2525,61.6,2.11,,,,,,,,,,,
2526,61.5,2.11,,,,,,,,,,,
2527,61.5,2.12,,,,,,,,,,,
2528,61.5,2.11,,,,,,,,,,,
2529,61.5,2.11,,,,,,,,,,,
2530,61.4,2.11,,,,,,,,,,,
2531,61.4,2.12,,,,,,,,,,,
2532,61.4,2.12,,,,,,,,,,,
2533,61.4,2.11,,,,,,,,,,,
2534,61.4,2.11,,,,,,,,,,,
2535,61.3,2.11,,,,,,,,,,,
2536,61.3,2.12,,,,,,,,,,,
2537,61.3,2.12,,,,,,,,,,,
2538,61.3,2.11,,,,,,,,,,,
2539,61.2,2.11,,,,,,,,,,,
2540,61.2,2.11,,,,,,,,,,,
2541,61.2,2.12,,,,,,,,,,,
2542,61.2,2.12,,,,,,,,,,,
2543,61.1,2.11,,,,,,,,,,,
2544,61.1,2.11,,,,,,,,,,,
2545,61.1,2.12,,,,,,,,,,,
2546,61.1,2.12,,,,,,,,,,,
2547,61,2.11,,,,,,,,,,,
2548,61,2.1,,,,,,,,,,,
2549,61,2.11,,,,,,,,,,,
2550,61,2.12,,,,,,,,,,,
2551,61,2.12,,,,,,,,,,,
2552,60.9,2.11,,,,,,,,,,,
2553,60.9,2.11,,,,,,,,,,,
2554,60.9,2.12,,,,,,,,,,,
2555,60.9,2.12,,,,,,,,,,,
2556,60.8,2.11,,,,,,,,,,,
2557,60.8,2.11,,,,,,,,,,,
2558,60.8,2.11,,,,,,,,,,,
2559,60.8,2.12,,,,,,,,,,,
2560,60.7,2.11,,,,,,,,,,,
2561,60.7,2.11,,,,,,,,,,,
2562,60.7,2.11,,,,,,,,,,,
2563,60.7,2.12,,,,,,,,,,,
2564,60.7,2.11,,,,,,,,,,,
2565,60.6,2.11,,,,,,,,,,,
2566,60.6,2.11,,,,,,,,,,,
2567,60.6,2.12,,,,,,,,,,,
2568,60.6,2.12,,,,,,,,,,,
2569,60.5,2.11,,,,,,,,,,,
2570,60.5,2.11,,,,,,,,,,,
2571,60.5,2.11,,,,,,,,,,,
2572,60.5,2.11,,,,,,,,,,,
2573,60.5,2.12,,,,,,,,,,,
2574,60.4,2.12,,,,,,,,,,,
2575,60.4,2.11,,,,,,,,,,,
2576,60.4,2.11,,,,,,,,,,,
2577,60.4,2.11,,,,,,,,,,,
2578,60.3,2.11,,,,,,,,,,,
2579,60.3,2.12,,,,,,,,,,,
2580,60.3,2.12,,,,,,,,,,,
2581,60.3,2.11,,,,,,,,,,,
2582,60.3,2.11,,,,,,,,,,,
2583,60.2,2.11,,,,,,,,,,,
2584,60.2,2.12,,,,,,,,,,,
2585,60.2,2.12,,,,,,,,,,,
2586,60.2,2.12,,,,,,,,,,,
2587,60.1,2.11,,,,,,,,,,,
2588,60.1,2.11,,,,,,,,,,,
2589,60.1,2.11,,,,,,,,,,,
2590,60.1,2.12,,,,,,,,,,,
2591,60,2.12,,,,,,,,,,,
2592,60,2.11,,,,,,,,,,,
2593,60,2.11,,,,,,,,,,,
2594,60,2.11,,,,,,,,,,,
2595,60,2.12,,,,,,,,,,,
2596,59.9,2.12,,,,,,,,,,,
